url,doctype,eval1,eval2,score,pages,project_title_cond,summary_desc_cond,project_id_cond,implementing_partner_cond,start_date_cond,end_date_cond,budget_cond,concept_note_cond,project_document_cond,awp_cond,title,last_update,keyword,,,,,,,,
Document deleted,document deleted,ok,ok,6,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,ProDoc for the NIGERIA DIASPORA TRUST FUND project,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,00066569-82721 Signed Project Document IBSA,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,CSUWN,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,26,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,46,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,11,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,PTA 2014-DPTR,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Initiation Plan Signed,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,76,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Project Document ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Project Document Template,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,CD Municipalities,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Project Document Template,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Notal al file prepac,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,142,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Projet Bassin du Niger et Système des Aquifères ITTAS,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Strengthening Political Parties Project,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Preventing & Responding to VE,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,4,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,HPMP Signed Prodoc Cover Page,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,117,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Programme Document ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,76,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,116,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,WTLCP in Nepal,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,20,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,20,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ProDoc Sustainable Financing of Protected Area System_Component 3_WWF,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Project Document Template,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Project Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,32,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Cierre de proyecto ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,RENFORCER LES CAPACITES REGIONALES ET LOCALES EN VU D'AMELIORER LA SECURITE AU NIGER,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,56,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Programme National d'Adaptation au changement climatique,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,66,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Projet d'Appui au Cycle Electoral au Niger,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,83,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,63,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Public Service Capacity Development Project,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Project Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,00086815- VA Executive Summary_Jordan,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,VA Executive_summary_Israel,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Readiness and Preparatory Support Proposal,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,GCFRP IPProdoc signed 2 May 2018 ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,27,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,27,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,3,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ProDoc Sustainable Financing of Protected Area System_Component 3_WWF,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Substantive Revision Phase II,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PRODOC_Signed Cover Page ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Project Document Revised 2019,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Project Document - Deliverable Description,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Cierre de proyecto ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pROJET D'APPUI AU PROCESSUS ELECTORAL NIGER ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,29,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Renforcement de l'Engagement communautaire pour la Gestion Alertes des Risques de Déstabilisation Sociales et Sécuritaires (REGARDS),16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Concept Note on Recovering from Floods in Malawi,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Signature Page from Project Document ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,ProDoc_MLAILPKC,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Revised report_Activity2 Dec. 2017,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,VA Executive Summary Palestinian,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, A Proposal For Issuing A Law Concerning Disaster Risk Management For The State Of Palestine Arabic-2016,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HAIS Terminal Report,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,00088411 CDRMP-Climate Risk Mgt & Livelihood promotion,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Prodoc,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Project Document ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,96,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Project Document -Growing green business in Montenegro,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,96,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Project Document - Deliverable Description,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Checklist cierre 86441,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,44,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Documentos de cierre 79492,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Documentos de cierre 79979,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,34,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Prodoc de portefeuille Gouvernance judiciaire,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012 Annual Work Plan ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,55,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Environment & Natural resources Management PSD,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Support to Access to Justice and Rule of Law in the North-East Prodoc,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Project Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A Proposal For Issuing A Law Concerning Disaster Risk Management For The State Of Plaestine English- 2016,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Disaster Risk Management Institutional framework 2016,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Extension of project,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,46,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,227,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,UN Mozambique,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,84,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Project Document - Deliverable Description,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Youth Programme ProDoc Signed Version,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,140,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Documentos de cierre 56987,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Project Document M-CLIMES,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,EU Waste management project agreement,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DRM Final report Nov. 2017,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,00100915-Land Reclamation project document june 2016,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,16,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,ProDoc,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,67,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Nepal GCFfinal document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CCCD-Rio Conventions Signed document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,36,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Social Cohesion Project Document ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Strategy ,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Signed Prodoc_ De-Radicalization,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,25,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,108610-109718 JAIP Admin Building Two Floors and Enterprise Support Project Document Signed March 2018,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Draft GCF readiness and preparatory support project proposal,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,13,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Project Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,22,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Developing Climate Resilient Livelihoods,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,22,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,8,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,0,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,2,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Annual project work plan,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,84,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,84,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,not ok,7,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Signed CoverRODOC,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,UNODC_UNDP_PROJECT_DOCUMENT,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,3,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,124511-PD_Support to TVET in East Jerusalem Nov. 2020,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Final signed project document 2015,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Anexo 1 PRODOC,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Anexo 2 PRODOC,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,7,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Climate Change Adaptation-Strategy Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,6,67,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Project Document,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,48,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,4,95,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Prodoc Phase II,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,5,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,1,92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,ok,2,24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,16/03/21,,,,,,,,,
Document deleted,document deleted,ok,review,0,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,16/03/21,,,,,,,,,
